رقم_السجل,اسم_المعرض,اسم_السيارة,ماركة_السيارة,موديل_السيارة,سنة_الصنع,السعر_بالدولار,الممشى_كم,لون_السيارة,ناقل_الحركة,نوع_الوقود,حالة_السيارة,رقم_الهاتف,المدينة,صورة_السيارة
11228,معرض الرواد,فورد إكسبيديشن,فورد,إكسبيديشن,2016,16900,168746,لؤلؤي,أوتوماتيك,بنزين,مستعملة,718869710,إب,/static/images/cars/لؤلؤي_إكسبيديشن_فورد.car.svg
11229,معرض النجوم,فورد إيدج,فورد,إيدج,2021,30100,83138,أزرق,أوتوماتيك,كهربائي,مستعملة,748430630,صنعاء,/static/images/cars/أزرق_إيدج_فورد.car.svg
11230,معرض الأصالة,فورد موستانج,فورد,موستانج,2023,39400,49230,أبيض,عادي,كهربائي,مستعملة,731697776,حضرموت,/static/images/cars/أبيض_موستانج_فورد.car.svg
11231,معرض الأصالة,فورد إيدج,فورد,إيدج,2017,20700,131807,رمادي,أوتوماتيك,هجين,مستعملة,720447957,ذمار,/static/images/cars/رمادي_إيدج_فورد.car.svg
11232,معرض النخبة,فورد موستانج,فورد,موستانج,2017,23700,154213,رمادي,أوتوماتيك,بنزين,مستعملة,760641447,صنعاء,/static/images/cars/رمادي_موستانج_فورد.car.svg
11233,معرض القمة,فورد إيدج,فورد,إيدج,2019,26100,110900,رمادي,أوتوماتيك,بنزين,مستعملة,784169114,إب,/static/images/cars/رمادي_إيدج_فورد.car.svg
11234,معرض القمة,هيونداي سانتافي,هيونداي,سانتافي,2026,44900,0,رمادي,عادي,كهربائي,جديدة,726613602,صنعاء,/static/images/cars/رمادي_سانتافي_هيونداي.car.svg
11235,معرض القمة,هيونداي سانتافي,هيونداي,سانتافي,2023,32300,42792,أبيض,عادي,ديزل,مستعملة,760444588,ذمار,/static/images/cars/أبيض_سانتافي_هيونداي.car.svg
11236,معرض الرواد,هيونداي إلنترا,هيونداي,إلنترا,2017,18300,88522,أحمر,عادي,هجين,مستعملة,790146080,صنعاء,/static/images/cars/أحمر_إلنترا_هيونداي.car.svg
11237,معرض القمة,هيونداي توسان,هيونداي,توسان,2025,41200,0,أسود,عادي,هجين,جديدة,742345618,حضرموت,/static/images/cars/أسود_توسان_هيونداي.car.svg
11238,معرض التميز,فورد إكسبلورر,فورد,إكسبلورر,2021,33200,81329,أزرق,أوتوماتيك,هجين,مستعملة,711238262,صنعاء,/static/images/cars/أزرق_إكسبلورر_فورد.car.svg
11239,معرض التميز,تويوتا لاندكروزر,تويوتا,لاندكروزر,2016,17400,110983,أزرق,أوتوماتيك,ديزل,مستعملة,775252895,تعز,/static/images/cars/أزرق_لاندكروزر_تويوتا.car.svg
11240,معرض النجوم,مرسيدس GLC,مرسيدس,GLC,2020,47200,103790,أزرق,أوتوماتيك,هجين,مستعملة,751685166,إب,/static/images/cars/أزرق_GLC_مرسيدس.car.svg
11241,معرض النخبة,هوندا بايلوت,هوندا,بايلوت,2019,23100,72210,فضي,عادي,كهربائي,مستعملة,727873009,عدن,/static/images/cars/فضي_بايلوت_هوندا.car.svg
11242,معرض السيارات الحديثة,مرسيدس C-Class,مرسيدس,C-Class,2024,58000,25761,أزرق,عادي,هجين,مستعملة,721071350,المكلا,/static/images/cars/أزرق_C-Class_مرسيدس.car.svg
11243,معرض النجوم,فورد إيدج,فورد,إيدج,2017,23200,152921,أزرق,أوتوماتيك,ديزل,مستعملة,742559716,عدن,/static/images/cars/أزرق_إيدج_فورد.car.svg
11244,معرض القمة,بي إم دبليو X5,بي إم دبليو,X5,2026,68100,0,أزرق,أوتوماتيك,بنزين,جديدة,711752881,ذمار,/static/images/cars/أزرق_X5_بي إم دبليو.car.svg
11245,معرض القمة,تويوتا كامري,تويوتا,كامري,2020,28600,53322,فضي,أوتوماتيك,ديزل,مستعملة,742969624,عدن,/static/images/cars/فضي_كامري_تويوتا.car.svg
11246,معرض النجوم,هوندا سيفيك,هوندا,سيفيك,2017,19900,131557,لؤلؤي,عادي,بنزين,مستعملة,716253212,إب,/static/images/cars/لؤلؤي_سيفيك_هوندا.car.svg
11247,معرض الرواد,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2024,58300,31705,لؤلؤي,أوتوماتيك,كهربائي,مستعملة,797863182,ذمار,/static/images/cars/لؤلؤي_الفئة الثالثة_بي إم دبليو.car.svg
11248,معرض النخبة,فورد إيدج,فورد,إيدج,2025,41600,16838,أسود,عادي,بنزين,مستعملة,722480866,تعز,/static/images/cars/أسود_إيدج_فورد.car.svg
11249,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2024,40200,24161,أزرق,أوتوماتيك,ديزل,مستعملة,795929445,عدن,/static/images/cars/أزرق_إكسبلورر_فورد.car.svg
11250,معرض القمة,هيونداي إلنترا,هيونداي,إلنترا,2024,31800,30593,أزرق,أوتوماتيك,هجين,مستعملة,747749653,الحديدة,/static/images/cars/أزرق_إلنترا_هيونداي.car.svg
11251,معرض السيارات الحديثة,تويوتا هايلاندر,تويوتا,هايلاندر,2018,21300,124989,فضي,أوتوماتيك,ديزل,مستعملة,742793275,الحديدة,/static/images/cars/فضي_هايلاندر_تويوتا.car.svg
11252,معرض الأصالة,فورد موستانج,فورد,موستانج,2020,30300,110129,فضي,أوتوماتيك,بنزين,مستعملة,772202183,الحديدة,/static/images/cars/فضي_موستانج_فورد.car.svg
11253,معرض النخبة,مرسيدس GLC,مرسيدس,GLC,2023,57100,31643,أزرق,أوتوماتيك,بنزين,مستعملة,770585298,إب,/static/images/cars/أزرق_GLC_مرسيدس.car.svg
11254,معرض الأصالة,هيونداي سوناتا,هيونداي,سوناتا,2019,21800,123784,أبيض,عادي,ديزل,مستعملة,720030083,إب,/static/images/cars/أبيض_سوناتا_هيونداي.car.svg
11255,معرض القمة,هيونداي سوناتا,هيونداي,سوناتا,2022,29100,46601,لؤلؤي,عادي,ديزل,مستعملة,799097321,إب,/static/images/cars/لؤلؤي_سوناتا_هيونداي.car.svg
11256,معرض الرواد,مرسيدس C-Class,مرسيدس,C-Class,2025,63900,0,أسود,أوتوماتيك,كهربائي,جديدة,796552181,حضرموت,/static/images/cars/أسود_C-Class_مرسيدس.car.svg
11257,معرض الرواد,هيونداي توسان,هيونداي,توسان,2019,18800,112264,أزرق,أوتوماتيك,ديزل,مستعملة,716827930,عدن,/static/images/cars/أزرق_توسان_هيونداي.car.svg
11258,معرض القمة,فورد إيدج,فورد,إيدج,2026,43500,5000,أبيض,أوتوماتيك,هجين,مستعملة,772639644,ذمار,/static/images/cars/أبيض_إيدج_فورد.car.svg
11259,معرض القمة,فورد إكسبلورر,فورد,إكسبلورر,2023,35300,45277,رمادي,عادي,بنزين,مستعملة,782571214,إب,/static/images/cars/رمادي_إكسبلورر_فورد.car.svg
11260,معرض النخبة,فورد إكسبلورر,فورد,إكسبلورر,2024,42300,26346,أسود,عادي,ديزل,مستعملة,748933733,صنعاء,/static/images/cars/أسود_إكسبلورر_فورد.car.svg
11261,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2023,30000,35713,أزرق,عادي,ديزل,مستعملة,735050052,المكلا,/static/images/cars/أزرق_سانتافي_هيونداي.car.svg
11262,معرض الرواد,هوندا CR-V,هوندا,CR-V,2018,23300,100459,فضي,عادي,هجين,مستعملة,795218884,صنعاء,/static/images/cars/فضي_CR-V_هوندا.car.svg
11263,معرض الرواد,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2015,37600,116896,لؤلؤي,أوتوماتيك,بنزين,مستعملة,728238069,حضرموت,/static/images/cars/لؤلؤي_الفئة الخامسة_بي إم دبليو.car.svg
11264,معرض الرواد,هوندا CR-V,هوندا,CR-V,2022,31200,45578,فضي,أوتوماتيك,كهربائي,مستعملة,732706317,حضرموت,/static/images/cars/فضي_CR-V_هوندا.car.svg
11265,معرض الرواد,تويوتا راف فور,تويوتا,راف فور,2015,17200,169615,لؤلؤي,أوتوماتيك,بنزين,مستعملة,772575599,ذمار,/static/images/cars/لؤلؤي_راف فور_تويوتا.car.svg
11266,معرض النجوم,تويوتا راف فور,تويوتا,راف فور,2021,30600,62651,فضي,عادي,هجين,مستعملة,713322290,ذمار,/static/images/cars/فضي_راف فور_تويوتا.car.svg
11267,معرض السيارات الحديثة,تويوتا راف فور,تويوتا,راف فور,2018,20900,138096,أبيض,عادي,هجين,مستعملة,794128768,عدن,/static/images/cars/أبيض_راف فور_تويوتا.car.svg
11268,معرض التميز,هيونداي إلنترا,هيونداي,إلنترا,2016,15000,116933,أحمر,عادي,بنزين,مستعملة,757175793,تعز,/static/images/cars/أحمر_إلنترا_هيونداي.car.svg
11269,معرض القمة,فورد إكسبيديشن,فورد,إكسبيديشن,2021,32100,79342,أزرق,أوتوماتيك,بنزين,مستعملة,712520719,إب,/static/images/cars/أزرق_إكسبيديشن_فورد.car.svg
11270,معرض السيارات الحديثة,هيونداي سانتافي,هيونداي,سانتافي,2024,33900,23537,أحمر,عادي,ديزل,مستعملة,765322894,المكلا,/static/images/cars/أحمر_سانتافي_هيونداي.car.svg
11271,معرض التميز,مرسيدس C-Class,مرسيدس,C-Class,2022,52200,66697,أحمر,عادي,ديزل,مستعملة,793570335,المكلا,/static/images/cars/أحمر_C-Class_مرسيدس.car.svg
11272,معرض النجوم,هيونداي سوناتا,هيونداي,سوناتا,2025,40100,0,لؤلؤي,أوتوماتيك,ديزل,جديدة,767872005,الحديدة,/static/images/cars/لؤلؤي_سوناتا_هيونداي.car.svg
11273,معرض الأصالة,هوندا سيفيك,هوندا,سيفيك,2018,23600,105800,رمادي,أوتوماتيك,هجين,مستعملة,749635778,إب,/static/images/cars/رمادي_سيفيك_هوندا.car.svg
11274,معرض القمة,مرسيدس GLC,مرسيدس,GLC,2020,45500,108612,أحمر,عادي,بنزين,مستعملة,717313818,صنعاء,/static/images/cars/أحمر_GLC_مرسيدس.car.svg
11275,معرض النخبة,تويوتا كورولا,تويوتا,كورولا,2022,31400,56736,أبيض,عادي,ديزل,مستعملة,759655806,إب,/static/images/cars/أبيض_كورولا_تويوتا.car.svg
11276,معرض الأصالة,بي إم دبليو X5,بي إم دبليو,X5,2025,59000,15227,فضي,عادي,كهربائي,مستعملة,726264850,حضرموت,/static/images/cars/فضي_X5_بي إم دبليو.car.svg
11277,معرض النخبة,فورد إكسبلورر,فورد,إكسبلورر,2025,46300,0,أبيض,أوتوماتيك,ديزل,جديدة,737145442,حضرموت,/static/images/cars/أبيض_إكسبلورر_فورد.car.svg
11278,معرض الأصالة,هوندا أكورد,هوندا,أكورد,2023,32200,32285,أسود,أوتوماتيك,هجين,مستعملة,786474988,إب,/static/images/cars/أسود_أكورد_هوندا.car.svg
11279,معرض السيارات الحديثة,هيونداي إلنترا,هيونداي,إلنترا,2021,23000,77544,أحمر,أوتوماتيك,بنزين,مستعملة,711427507,تعز,/static/images/cars/أحمر_إلنترا_هيونداي.car.svg
11280,معرض الرواد,مرسيدس E-Class,مرسيدس,E-Class,2020,49900,53465,فضي,عادي,بنزين,مستعملة,788298484,المكلا,/static/images/cars/فضي_E-Class_مرسيدس.car.svg
11281,معرض النجوم,هوندا بايلوت,هوندا,بايلوت,2019,25600,74416,أحمر,أوتوماتيك,ديزل,مستعملة,757886587,عدن,/static/images/cars/أحمر_بايلوت_هوندا.car.svg
11282,معرض النخبة,هوندا بايلوت,هوندا,بايلوت,2021,31200,49960,فضي,أوتوماتيك,ديزل,مستعملة,765746653,عدن,/static/images/cars/فضي_بايلوت_هوندا.car.svg
11283,معرض القمة,بي إم دبليو X3,بي إم دبليو,X3,2026,66200,0,فضي,أوتوماتيك,ديزل,جديدة,785962708,ذمار,/static/images/cars/فضي_X3_بي إم دبليو.car.svg
11284,معرض النخبة,هوندا سيفيك,هوندا,سيفيك,2020,26500,89331,فضي,عادي,كهربائي,مستعملة,736693833,ذمار,/static/images/cars/فضي_سيفيك_هوندا.car.svg
11285,معرض الرواد,مرسيدس GLC,مرسيدس,GLC,2022,52400,45662,أبيض,أوتوماتيك,ديزل,مستعملة,778775833,الحديدة,/static/images/cars/أبيض_GLC_مرسيدس.car.svg
11286,معرض الرواد,فورد إكسبيديشن,فورد,إكسبيديشن,2026,47500,0,أسود,عادي,هجين,جديدة,796970873,ذمار,/static/images/cars/أسود_إكسبيديشن_فورد.car.svg
11287,معرض النخبة,مرسيدس S-Class,مرسيدس,S-Class,2025,62400,11711,رمادي,عادي,كهربائي,مستعملة,769186667,تعز,/static/images/cars/رمادي_S-Class_مرسيدس.car.svg
11288,معرض التميز,هوندا CR-V,هوندا,CR-V,2017,17200,164637,أبيض,أوتوماتيك,بنزين,مستعملة,726718625,ذمار,/static/images/cars/أبيض_CR-V_هوندا.car.svg
11289,معرض التميز,فورد إكسبيديشن,فورد,إكسبيديشن,2025,48300,0,أسود,عادي,بنزين,جديدة,777590546,المكلا,/static/images/cars/أسود_إكسبيديشن_فورد.car.svg
11290,معرض السيارات الحديثة,هيونداي توسان,هيونداي,توسان,2025,34900,8712,رمادي,عادي,ديزل,مستعملة,797310308,المكلا,/static/images/cars/رمادي_توسان_هيونداي.car.svg
